Text,Cleaned_Text,Sentiment_Label,Sentiment_Score
"I added it to stir fry veggies but found no difference in taste. What a waste of bucks! I will never try it again, that's for sure.",added stir fry veggie found difference taste waste buck never try sure,NEGATIVE,0.997623146
I tried this seasoned flour because I like the idea of not having to season flour myself. I used it on fried pork chops. The pork chops were a family hit! Can't wait to try it on fried chicken and fried dill pickles!!! Yummy!!! Not too salty either. Will have to buy from Amazon because not available in my area.,tried seasoned flour like idea season flour used fried pork chop pork chop family hit wait try fried chicken fried dill pickle yummy salty either buy amazon available area,NEGATIVE,0.996522903
"These are great cookies, that go great with coffee, tea, or hot cocoa. Very light and crispy, and with a sweet cinnamon taste.",great cooky go great coffee tea hot cocoa light crispy sweet cinnamon taste,POSITIVE,0.999584973
I wish I had come to the Amazon site before purchasing this product at my local Wegman's. The 'Product Of China' was printed so small it was easy to overlook. I am a little shocked that Wegman's (a local chain store known for quality) was selling these 'treats' in a big display. The half open package is going in the trash and unopened bag is going back to Wegman's for a refund and a piece of my mind.,wish come amazon site purchasing product local wegman product china printed small easy overlook little shocked wegman local chain store known quality selling treat big display half open package going trash unopened bag going back wegman refund piece mind,NEGATIVE,0.996828973
"Most of the reviews I have read were pretty much how the coffee tasted to people. Since everyone's taste is different, I think it's a moot point. What is important is how fresh the coffee is. I found that each cup had the same freshness so that's a nod to consistency. As for my own personal taste preferences, I drank Folgers Classic Roast for years and since that isn't available in K cup, I've been drinking the Caribou Coffee blend as a replacement. It tastes fine to me and the caffeine keeps me going all day.  I haven't had any problems with using the Caribou Coffee K cup either. When company comes, this is one coffee I don't share :)",review read pretty much coffee tasted people since everyone taste different think moot point important fresh coffee found cup freshness nod consistency personal taste preference drank folgers classic roast year since available k cup drinking caribou coffee blend replacement taste fine caffeine keep going day problem using caribou coffee k cup either company come one coffee share,POSITIVE,0.908757031
"Unlike every other roasted cashews I've seen, these have exactly two ingredients:  cashews and sea salt.  No oils at all.  They taste fantastic, without any of that slightly oily finish you get on ones roasted in oil",unlike every roasted cashew seen exactly two ingredient cashew sea salt oil taste fantastic without slightly oily finish get one roasted oil,POSITIVE,0.942138255
"I bought this as a gift for a friend. She loved it especially because she loves the original Hershey's kisses. It just looks like a nice small gift and can combines well with anything. Personally, I would rather not receive this gift as it's pretty hard to eat. Either you have to saw at it (which makes a mess) or you just gnaw on it (not attractive). If there's a practical way to consume this piece of chocolate I have not found it.",bought gift friend loved especially love original hershey kiss look like nice small gift combine well anything personally would rather receive gift pretty hard eat either saw make mess gnaw attractive practical way consume piece chocolate found,POSITIVE,0.969600797
"I was looking for a healthy, great tasting snack / protein bar low in sugar - this is it.  I eat 5-6 small meals per day and I occasionally substitute one of these bars for a mid-morning snack or after a workout when it's more convenient than a protein shake.  I purchased 3 boxes after the initial sample and after a few months I'm still not tired of the flavor.  My only recommendation is that the bar should be bigger; it's only 40g in total containing 7G protein, 4g sugar, 0G cholesterol and 5G of fiber.",looking healthy great tasting snack protein bar low sugar eat 5 6 small meal per day occasionally substitute one bar mid morning snack workout convenient protein shake purchased 3 box initial sample month still tired flavor recommendation bar bigger 40g total containing 7g protein 4g sugar 0g cholesterol 5g fiber,NEGATIVE,0.979301214
One of my two cats LOVES this and gobbles it down.  The other only likes fancy feast unfortunately.  I love the ingredients and the smell.  It looks just like a can of chicken that any human could eat!  The label says it all--feeding your cat weruva can increase your cat's lives from nine to ten.  Thank you weruva and amazon for providing this fabulous cat food at affordable prices.  Puuurrs!,one two cat love gobble like fancy feast unfortunately love ingredient smell look like chicken human could eat label say feeding cat weruva increase cat life nine ten thank weruva amazon providing fabulous cat food affordable price puuurrs,POSITIVE,0.993966043
my kids were thrilled to have this kind of treat gluten free and tasty.  It has become a favorite in our family.3,kid thrilled kind treat gluten free tasty become favorite family 3,POSITIVE,0.999197185
"Great bars, delicious, easy to order and would def. order again. Light bar and better nutrition than others, low fat.",great bar delicious easy order would def order light bar better nutrition others low fat,POSITIVE,0.994065523
A+  I bought this product to use with my new 4 0z. Popcorn machine.  The flavor is absolutely delicious!  I agree with the other reviews that I've read...it tasted just like theater popcorn!  There were a few old maids left that didn't pop but I will buy more when my supply runs out.,bought product use new 4 0z popcorn machine flavor absolutely delicious agree review read tasted like theater popcorn old maid left pop buy supply run,NEGATIVE,0.964117825
"I didn't order it from amazon but it is in a local sushi bar i go to. It is highly carbonated and great tasting, not only that, its fun to open and drinking it is kind of a game, enjoy!",order amazon local sushi bar go highly carbonated great tasting fun open drinking kind game enjoy,POSITIVE,0.999533892
This cappuccino tastes as good as any I have ever bought from a coffee shop.  I love the french vanilla.,cappuccino taste good ever bought coffee shop love french vanilla,POSITIVE,0.999447763
"We love this balsamic. Clearly well aged, it has residual flavors of port and oak. Definitely a nice top to a quick chop salad, or lightly glazed on a steak with a pungent blue (like Bayley Hazen or Stilton).",love balsamic clearly well aged residual flavor port oak definitely nice top quick chop salad lightly glazed steak pungent blue like bayley hazen stilton,POSITIVE,0.997311592
"I've a difficult time drinking red raspberry leaf tea in the past. I wanted to try it again during my second pregnancy for uterine health. This time I steeped it in boiling water, added lots of honey, and poured it over ice. It's still not the best tasting tea variety, but this particular brand seems a bit more palletable than some others. As far as it's potency/effectiveness, I suppose I won't know until the baby comes (although realistically I'm not sure I'll even know then).<br /><br />This price is amazing, too. I kicked myself for paying twice as much at a local health food store. I will definitely be buying my next box here instead.",difficult time drinking red raspberry leaf tea past wanted try second pregnancy uterine health time steeped boiling water added lot honey poured ice still best tasting tea variety particular brand seems bit palletable others far potency effectiveness suppose know baby come although realistically sure even know br br price amazing kicked paying twice much local health food store definitely buying next box instead,NEGATIVE,0.9219594
"While this was brewing, I was excited.  It smelled like a bonafide donut shop in my kitchen.  Was I really going to be able to drink a chocolate donut without the calories?  Not so much.  It has a distinct chemical taste to it that even creamer and sugar cannot fix.  I actually gave it away to a friend that likes it for some unknown reason.",brewing excited smelled like bonafide donut shop kitchen really going able drink chocolate donut without calorie much distinct chemical taste even creamer sugar fix actually gave away friend like unknown reason,NEGATIVE,0.991436422
"My wife likes flavored coffee and this is, by far, her favorite. Great taste. Medium brew. Excellent value too. We order this brew regularly. Guests enjoy this coffee as wel.",wife like flavored coffee far favorite great taste medium brew excellent value order brew regularly guest enjoy coffee wel,POSITIVE,0.997290254
":: English Toffee Flavored Liquid Stevia ::<br /><br />Amazing how intensely rich this is!<br /><br />It totally tastes like sweet english toffee. How thay accomplish so much flavor in these zero cal little droplets, that's a voodoo mystery to me. My one complaint is that they don't give any hints of their tricks to get the english toffee flavor. I know that stevia is already magic in itself for its sweetness power, but wondered about how they managed to get the strong english toffee swing in there. On package label, all they have to say, basically, is ""Natuarl flavors"". Unfortunately staying more secretive than I'd have preferred. But I can forgive them that one decision. Since overall: this stuff is a great treat, while leaving your conscience clean on matters of substances in the body.<br /><br />Ultimate Summertime Cappuccino:<br /><br />  - Good quality roast coffee, chilled<br />  - Soy milk (frothed, if frother handy)<br />  - Liquid stevia. English toffee flavor for total indulgence!<br />  - Serve over ice",english toffee flavored liquid stevia br br amazing intensely rich br br totally taste like sweet english toffee thay accomplish much flavor zero cal little droplet voodoo mystery one complaint give hint trick get english toffee flavor know stevia already magic sweetness power wondered managed get strong english toffee swing package label say basically natuarl flavor unfortunately staying secretive preferred forgive one decision since overall stuff great treat leaving conscience clean matter substance body br br ultimate summertime cappuccino br br good quality roast coffee chilled br soy milk frothed frother handy br liquid stevia english toffee flavor total indulgence br serve ice,POSITIVE,0.875536859
"I have no idea whether this aids your digestion in any way or not.  I doubt it, actually.  But this is a tasty, high energy snack.  It's easy to eat too much, actually, due to the great mixture of flavors.  Would be great for hiking and camping.<br /><br />Mine seemed fresh, was shipped promptly, and arrived in good condition.",idea whether aid digestion way doubt actually tasty high energy snack easy eat much actually due great mixture flavor would great hiking camping br br mine seemed fresh shipped promptly arrived good condition,POSITIVE,0.988766372
This product was just fine - as advertised. Arrived as promised. We eat a lot of pocorn but this will last for a long time. Pops up good!!,product fine advertised arrived promised eat lot pocorn last long time pop good,POSITIVE,0.985562027
"I've gotten the 3 pack a couple times now, going on my 3rd.  It's pretty good coffee.  Each bag so far has been very fresh and they smell like pure bliss as almost chocolatey aromas hit your nose when you open the bags.  Each bag is very consistent too which is hard to find with coffee sometimes.",gotten 3 pack couple time going 3rd pretty good coffee bag far fresh smell like pure bliss almost chocolatey aroma hit nose open bag bag consistent hard find coffee sometimes,POSITIVE,0.995732486
"a friend recommended me to this item, he bought the same item at Gelson's, but since the closest Gelson's a bit<br />of a stretch i just decided to order here on Amazon, i've just become accustom to ordering HERE, it's so easy and<br />simple to do, but OK, back to , Dave's Pasta Sauce, i ordered 3 different version's of Dave's, sauce's, so far the very<br />first one i opened the Garlic and Sweet Basil, was just incredible,  obviously my friend steered me Right, i can't wait<br />to jump into the other 2 sauces i have, highly recommended,...don't need to add anything, it's that simple !!!!!!!",friend recommended item bought item gelson since closest gelson bit br stretch decided order amazon become accustom ordering easy br simple ok back dave pasta sauce ordered 3 different version dave sauce far br first one opened garlic sweet basil incredible obviously friend steered right wait br jump 2 sauce highly recommended need add anything simple,NEGATIVE,0.506969869
"Have bought this from the folks who prepare it and I must say, this is the absolute best item I have ever tasted. They make this at a farm in Benson, AZ and it tastes like heaven. Highly recommend it for everything...I tend to slice up apples and dip them. Have tried it on toast as well.",bought folk prepare must say absolute best item ever tasted make farm benson az taste like heaven highly recommend everything tend slice apple dip tried toast well,POSITIVE,0.997306943
"I've been looking for a decent instant coffee, and since I like Greek coffee, decided to give this a try.  Long story short, it's not bad stuff -- but since I don't read Greek, it's taken a lot of experimentation with amounts to get the amounts right.  I find that if I don't use enough of the instant granules, I get a thin acidic cup, so I personally use about two tablespoons per cup of hot water.<br /><br />Remember that this is intended to taste like strong Greek coffee, not drip-brew, and is best taken with sugar, no cream.  I normally take my coffee black, but this doesn't taste quite right to me without a little sugar.",looking decent instant coffee since like greek coffee decided give try long story short bad stuff since read greek taken lot experimentation amount get amount right find use enough instant granule get thin acidic cup personally use two tablespoon per cup hot water br br remember intended taste like strong greek coffee drip brew best taken sugar cream normally take coffee black taste quite right without little sugar,NEGATIVE,0.75142163
"This stevia sweetened, natural soda has a really great crisp, clean flavor and is very refreshing because it's not too sweet.  But it loses fizz way too quickly.  If you leave it in the opened can longer than about an hour, it goes competely flat.  It also loses fizz quickly when poured warm over ice.  Please fix the fizz issue, Blue Sky, and we'll buy more.",stevia sweetened natural soda really great crisp clean flavor refreshing sweet loses fizz way quickly leave opened longer hour go competely flat also loses fizz quickly poured warm ice please fix fizz issue blue sky buy,NEGATIVE,0.995845139
"I have been using this curry paste for several years now, and it makes a great dish. Although it doesn't beat eating Indian out, its the best paste I have used for at home dishes. Even though this is a ""hot"" paste, I would consider it mild.",using curry paste several year make great dish although beat eating indian best paste used home dish even though hot paste would consider mild,POSITIVE,0.98271507
"I hate drinking my coffee black.  These white chocolate mocha singles are easy to keep in my desk at work, they don't need refrigerated unless opened.  I use 1/2 of a tub to a cup of coffee, any more and it's too sweet for me. Until I got the combination right (1/2 tub, 1 packet of Splenda), I didn't care for these. After experimenting some, they are pretty good.  I hope these eventually are offered with dark chocolate instead of white. The more chocolately flavor, the better!",hate drinking coffee black white chocolate mocha single easy keep desk work need refrigerated unless opened use 1 2 tub cup coffee sweet got combination right 1 2 tub 1 packet splenda care experimenting pretty good hope eventually offered dark chocolate instead white chocolately flavor better,NEGATIVE,0.962862253
"I am not the typical sunflower seed eater but recently a friend of mine re-introduced me to them. I love everything hot and spicy but these are impossible to find in the stores so I ordered from Amazon. OMG....these are great!! I also like the Ranch but they are a bit saltier than these so I have to eat them in moderation. These are the perfect little ""snack"" for when you are sitting in front of the tv and don't want the carbs and calories from eating popcorn with butter. With a case of 12, I will be stocked up for a while!!",typical sunflower seed eater recently friend mine introduced love everything hot spicy impossible find store ordered amazon omg great also like ranch bit saltier eat moderation perfect little snack sitting front tv want carbs calorie eating popcorn butter case 12 stocked,POSITIVE,0.947616696
"One of my favorites ... Similar to ""Donut Shop Original"".<br /><br />Here is list of my favorites starting with the boldest/strongest.<br /><br />Emeril's Easy Bold<br />Newman's Own<br />This one Fair Trade Colombian Select<br />Donut Shop Original<br />Nantucket<br />Daybreak from Caribou",one favorite similar donut shop original br br list favorite starting boldest strongest br br emeril easy bold br newman br one fair trade colombian select br donut shop original br nantucket br daybreak caribou,NEGATIVE,0.876669347
"I have always been pretty picky about my poptarts, so I wasn't sure if these were going to taste like cardboard or not when I first got them.  They are great poptarts.  My kids love them.",always pretty picky poptarts sure going taste like cardboard first got great poptarts kid love,POSITIVE,0.972356498
"I first tried these cookies while visiting family in Panama.  They were available at the local grocery stores.  When I came back to the U.S. I couldn't find them locally but thank goodness for AMZAZON, I found them and at an affordable price.  I order a carton of eight packages and share them with friends.  They are a delightfully light and fresh tasting treat that soon become nearly addictive.  I have tried some of Loacker's other flavors but the lemon is my all time favorite.  I am tempted to subscribe to them!!",first tried cooky visiting family panama available local grocery store came back u find locally thank goodness amzazon found affordable price order carton eight package share friend delightfully light fresh tasting treat soon become nearly addictive tried loacker flavor lemon time favorite tempted subscribe,POSITIVE,0.998174071
"Stay away from this product if you want to control your calorie intake, by taking supposedly healthier dried vegetable chips. Found the nutrition fact -- 450 calories per oz. It triples what you would find in other dried veggie chips.",stay away product want control calorie intake taking supposedly healthier dried vegetable chip found nutrition fact 450 calorie per oz triple would find dried veggie chip,NEGATIVE,0.995937586
"My daughter loved these. I committed to not giving her wheat in the first year, that was hard to do! At the time I was buying these there were no wheat products in the ingredients. (be aware that companies change their recipes all the time. If no wheat is your goal too be sure to double check the ingredients before purchase) These little puffs are great melt in baby mouth travel food. And the dog liked them, so I rarely ever found them on the floor. :D",daughter loved committed giving wheat first year hard time buying wheat product ingredient aware company change recipe time wheat goal sure double check ingredient purchase little puff great melt baby mouth travel food dog liked rarely ever found floor,NEGATIVE,0.958677232
Ahhhhh It tastes so good. I'll definately have to order some more once I run out it's so good. Buffalo Bills knows how to make jerky for sure,ahhhhh taste good definately order run good buffalo bill know make jerky sure,POSITIVE,0.997005522
"I've been using a Senseo coffee maker for 2 years. Last year, fewer of my local stores have carried any Senseo coffee pods. Fortunatly, I am able to purchase my dark roast and decaf on Amazon through automated shipping. Once a month I get my delicous dark roast and every 3 months I get my decaf. I save time and money and don't have to worry if the supermarkets or gourmet shops even have have my Senseo in stock.",using senseo coffee maker 2 year last year fewer local store carried senseo coffee pod fortunatly able purchase dark roast decaf amazon automated shipping month get delicous dark roast every 3 month get decaf save time money worry supermarket gourmet shop even senseo stock,NEGATIVE,0.996460497
Wonderful raisons!  Thanks!  Very plump and fresh - all 15 lbs. - much better than the grocery.  Will order again next year.,wonderful raisons thanks plump fresh 15 lb much better grocery order next year,POSITIVE,0.999114215
"My 6 mo. old large breed puppy really likes these. Its definitely better than a regular rawhide and apparently safer for puppies too. So better value, lasts longer, and safer for your dog. Worth buying.",6 mo old large breed puppy really like definitely better regular rawhide apparently safer puppy better value last longer safer dog worth buying,NEGATIVE,0.997387826
I am very happy with my purchase of this product. It was a gift for a friend who loves plants.. He absolutely loved it! It arrived in great condition and everything has been smooth sailing.,happy purchase product gift friend love plant absolutely loved arrived great condition everything smooth sailing,POSITIVE,0.999311328
"I used to not like Coconut water.  When I was in Thailand in 2005 I had a fresh one sliced open and could barely put it down.  Years later, by forcing myself to love it, I now am addicted.  You can learn to love this stuff.  And with its many muscle revitalizing and cholesterol healing properties, you can too.  Coconut water reportedly has a unique long-form cholesterol that helps regulate bad cholesterol, among other healing properties.  Not a low calorie food, are you kidding?  This is nothing compared to juice, tea, soda, etc..  The only natural drinks that have it beat on calories are black coffee and tea. This product is not from concentrate and tastes delicious.  If I could afford it, I would only need this one drink for life and I'd be happy.",used like coconut water thailand 2005 fresh one sliced open could barely put year later forcing love addicted learn love stuff many muscle revitalizing cholesterol healing property coconut water reportedly unique long form cholesterol help regulate bad cholesterol among healing property low calorie food kidding nothing compared juice tea soda etc natural drink beat calorie black coffee tea product concentrate taste delicious could afford would need one drink life happy,POSITIVE,0.742576778
It took my 3 minature dachshunds about 5 minutes to eat the bone.  I was hoping that the bone would be more of a challenge to eat!,took 3 minature dachshund 5 minute eat bone hoping bone would challenge eat,NEGATIVE,0.995626807
"This was my first time rolling fondant, and I had no trouble using this product.  Some that I've tasted in the past might as well have been made from glue, but this one had a pretty decent (though sugary, obviously) taste.  After a small amount of kneading it rolled out as smoothly as I could have hoped and covered my cake beautifully.",first time rolling fondant trouble using product tasted past might well made glue one pretty decent though sugary obviously taste small amount kneading rolled smoothly could hoped covered cake beautifully,POSITIVE,0.977703273
yummy yummy yummy in my tummy yummy! this stuff is so awesome its making me sing dora and i hate dora! it a perfect size with perfect taste,yummy yummy yummy tummy yummy stuff awesome making sing dora hate dora perfect size perfect taste,POSITIVE,0.999125302
"Muffins with out the mess! Easy portable on the go snack!Kids love them,and adults do too! Quaker is a brand you can trust.",muffin mess easy portable go snack kid love adult quaker brand trust,NEGATIVE,0.996586323
Rockstar Zero is great for when you need an extra boost without the jitters and the sugar. Purchasing a case of Rockstar through Amazon saved me time and money. Rockstar Zero is hard to find and is also expensive. This is the best deal by far.,rockstar zero great need extra boost without jitter sugar purchasing case rockstar amazon saved time money rockstar zero hard find also expensive best deal far,NEGATIVE,0.9678666
"Some very delicious french roast in these here green bags. In combination with my Aeropress I couldn't be happier. Every shipment I have received of these beans has been fresh, aromatic, and oily. Nothing but praise for this consistently delicious bean. If you are hunting around for a nice organic roast, you could do a lot worse than diving into a bag of Jeremiah's Pick French Roast.",delicious french roast green bag combination aeropress happier every shipment received bean fresh aromatic oily nothing praise consistently delicious bean hunting around nice organic roast could lot worse diving bag jeremiah pick french roast,POSITIVE,0.985639691
I mixed these with plain yogurt and frozen blueberries for my boston terrier's kong and he LOVED it. He kept bringing it to me wanting it refilled. Love that they are wheat free as we think he might be allergic or at least sensitive to wheat.,mixed plain yogurt frozen blueberry boston terrier kong loved kept bringing wanting refilled love wheat free think might allergic least sensitive wheat,NEGATIVE,0.950515926
"I am very sorry to say this tasted to me the way I imagine ""rear end"" would taste. I tried refrigerating them to make it more palatable. For some reason there was a very strong bran-like taste as the most dominant flavor, with sweet and chocolate as the secondary and tertiary flavors in that order. I assume it was from the brown rice. I agree with another reviewer that they are very sweet, though since I cooked them in mini cupcake form it was not a significant problem for me. I tried for several weeks (including refrigerating and freezing) to try and finish them without wasting them, but I finally gave up. I was so worried I gave away my other untried products (carrot cake mix etc.) from this company. I didn't dare try the rest, as brown rice was listed as a primary ingredient again.",sorry say tasted way imagine rear end would taste tried refrigerating make palatable reason strong bran like taste dominant flavor sweet chocolate secondary tertiary flavor order assume brown rice agree another reviewer sweet though since cooked mini cupcake form significant problem tried several week including refrigerating freezing try finish without wasting finally gave worried gave away untried product carrot cake mix etc company dare try rest brown rice listed primary ingredient,NEGATIVE,0.977893293
"I've been purchasing Bear Naked Fruit and Nut Granola for a few years now. I've tried sooo many different kinds, including making my own. I would recommend this to ANYONE who appreciates good granola and wants a good quality product. It's very filling and goes great with milk or sprinkled on top of yogurt. I've even sprinkled it over my pancakes while they're cooking. The pecans and almonds in it are my favorite!",purchasing bear naked fruit nut granola year tried sooo many different kind including making would recommend anyone appreciates good granola want good quality product filling go great milk sprinkled top yogurt even sprinkled pancake cooking pecan almond favorite,POSITIVE,0.622201562
What can I say.  Its dog food and the dog cobbles it up. It is easy to order and the super saving shipping is great.,say dog food dog cobble easy order super saving shipping great,POSITIVE,0.922326565
"arrived in excellent condition, on time,and is a rather exotic addition to my pantry.  will use in lemonade, lemon based baked goods.",arrived excellent condition time rather exotic addition pantry use lemonade lemon based baked good,POSITIVE,0.997029543
"As a previous reviewer has stated this product is one of the only products that is not competitively priced on Amazon as compared to store prices. The item sells for $22.50 in my nearby Walmart which comes to $135 which is much cheaper than what Amazon is currently selling for.<br />However, i have found that diapers are a good deal on Amazon especially because TX charges sales tax on them.<br /><br />- Updated 10/7/2010<br />Price of the item has come down to approx $21/can making this a great deal to buy from Amazon. I have already ordered it twice and the formula has reached me undamaged and promptly(the cans comes nicely packed together in plastic and cardboard). We have twins so i will be ordering every other week if the price remains competitive.",previous reviewer stated product one product competitively priced amazon compared store price item sell 22 50 nearby walmart come 135 much cheaper amazon currently selling br however found diaper good deal amazon especially tx charge sale tax br br updated 10 7 2010 br price item come approx 21 making great deal buy amazon already ordered twice formula reached undamaged promptly can come nicely packed together plastic cardboard twin ordering every week price remains competitive,POSITIVE,0.983708084
The most awesome cookies on the planet. We need a treat that is not full of sugar and Nanas fits the bill for us.,awesome cooky planet need treat full sugar nanas fit bill u,POSITIVE,0.999231815
"Regretfully the Crazy Critter ""Fox"" lost the fight against the ultimate shredder ... my Doberman.  He managed to grind through the material with his back teeth (like they do with a bone) and removed the squeekers from the head and tail.  Lets see if the Raccoon puts up a better fight.  :-)",regretfully crazy critter fox lost fight ultimate shredder doberman managed grind material back teeth like bone removed squeekers head tail let see raccoon put better fight,NEGATIVE,0.992191255
If you want a new cracker or a change from bread this has a great taste. Great price online for this product.,want new cracker change bread great taste great price online product,POSITIVE,0.969794273
These are the BEST!!! Linzer Cookies I've ever had!...so delicious that Scotts Cakes has a lifetime customer here!........so fresh and tasty that I could not stop eating them...fresh ingredients and excellent price and the Super Fast Shipping makes them a Winner!.......5 Stars definitely.,best linzer cooky ever delicious scott cake lifetime customer fresh tasty could stop eating fresh ingredient excellent price super fast shipping make winner 5 star definitely,POSITIVE,0.999143362
"Hard to find in stores, although our Target usually has it.  We feel it tastes like movie popcorn - so mysterious.  A cereal everyone likes, without gallons of sugar.  Tasty!",hard find store although target usually feel taste like movie popcorn mysterious cereal everyone like without gallon sugar tasty,NEGATIVE,0.993835449
"Makes a reasonably good cup of coffee.Lacks the smoothness of some brands, but those who like a strong brew may like this",make reasonably good cup coffee lack smoothness brand like strong brew may like,NEGATIVE,0.811312735
"Everyone knows what a Tic Tac is, but let me tell you something; if you like orange tic tac's, you're going to LOVE wild cherry tic tacs!  Very cherry flavored with just enough of a mix of sweet and sour.  Do yourself a favor and try some.",everyone know tic tac let tell something like orange tic tac going love wild cherry tic tacs cherry flavored enough mix sweet sour favor try,POSITIVE,0.986266077
This cereal is sooo good and I love that Natures Path makes ALL their products with non-GMO's unlike other so-called organic brands.  Thank you!,cereal sooo good love nature path make product non gmo unlike called organic brand thank,POSITIVE,0.993025184
"Really liked the 10 flavor sour mix from Jelly Belly, but couldn't seem to find them locally anymore.  Now they are selling the sour mix as a 5 flavor mix.  Was concerned following the other review about beans sticking together, but decided it'd be worth it to have 10 flavors.  Box arrived and they were stuck together, but only 5 flavors.  A waste of my time.  Never would have ordered if product had been described correctly by the seller.  Just drive to the store and get the 5 flavor mix that's not already stuck together.",really liked 10 flavor sour mix jelly belly seem find locally anymore selling sour mix 5 flavor mix concerned following review bean sticking together decided worth 10 flavor box arrived stuck together 5 flavor waste time never would ordered product described correctly seller drive store get 5 flavor mix already stuck together,NEGATIVE,0.997361124
"I was considering a purchase to try this out after reading so many positive reviews and reading that it is also dairy and soy free, HOWEVER, I called my local Whole Foods to see if they carried this and was told they did and it was $5.69 per loaf.  This - - with S&H - - comes to $7.70 per loaf.  NOT A GOOD DEAL AMZ!<br /><br />WF also told me they carry Udi's Hamburger buns in a 4-pak for $4.69 per pk, again MUCH cheaper than AMZ's offerings.<br />NOT A GOOD DEAL AMZ!<br /><br />Why is it that any time there is a special need, it is used to justify outrageous prices, even on items thar are cheaper to make/produce than the regular ones - - like Tuna with just tuna, water or oil and salt @ $2.++ or more per can, as opposed to the nonsense with vegetable broth, etc. for a dollar or less per can?<br /><br />If we refuse to buy their products at these outrageous prices and let these venture niche products sit on the shelf, they might reconsider their outrageous prices.<br /><br /><a href=""http://www.amazon.com/gp/product/B0049OQJXA"">Udi's Gluten Free White Sandwich Bread (1 Case)</a><br /><br />(Are you listening AMZ????)",considering purchase try reading many positive review reading also dairy soy free however called local whole food see carried told 5 69 per loaf h come 7 70 per loaf good deal amz br br wf also told carry udi hamburger bun 4 pak 4 69 per pk much cheaper amz offering br good deal amz br br time special need used justify outrageous price even item thar cheaper make produce regular one like tuna tuna water oil salt 2 per opposed nonsense vegetable broth etc dollar less per br br refuse buy product outrageous price let venture niche product sit shelf might reconsider outrageous price br br href gluten free white sandwich bread 1 case br br listening amz,NEGATIVE,0.993012369
"I have a  background in Alternative Medicine and also as a Personal Trainer. Drinking plenty of good quality water is vital to our health and I make sure I drink a minimum of 2 quarts of water a day.<br /><br />Over the last several months since I first met Mr Trivedi, I have been drinking from 1 -4 bottles of Trivedi Water every day. I am delighted that it has become available on Amazon and can now be delivered directly to my door!<br /><br />The things I have noticed are remarkable.<br />It has helped with my digestion. My tummy feels lighter. When I have applied it to small cuts on my fingers or minor abrasions it has healed them up in a day or 2. When I have poured it onto my plants they seem to come back to life with more vigor. Drinking it on a daily basis I feel fantastic and ""energized"" and if ever I am fatigued it seems to take stress and fatigue out of my system. I've applied it to my eyes a couple of times when they felt irritated and within minutes the irritation and redness began disappearing.<br /><br />I also notice that it seems to hydrate my body more so than any other water and I drink a lot of good quality 8.5 - 9.5 pH alkaline water. This water is wonderful.<br />Start drinking some and see for yourself!",background alternative medicine also personal trainer drinking plenty good quality water vital health make sure drink minimum 2 quart water day br br last several month since first met mr trivedi drinking 1 4 bottle trivedi water every day delighted become available amazon delivered directly door br br thing noticed remarkable br helped digestion tummy feel lighter applied small cut finger minor abrasion healed day 2 poured onto plant seem come back life vigor drinking daily basis feel fantastic energized ever fatigued seems take stress fatigue system applied eye couple time felt irritated within minute irritation redness began disappearing br br also notice seems hydrate body water drink lot good quality 8 5 9 5 ph alkaline water water wonderful br start drinking see,POSITIVE,0.989214718
Got this for my sister for her birthday. She loved it! It is especially good with a soft cheese and bread.,got sister birthday loved especially good soft cheese bread,POSITIVE,0.999385953
Vermints are my new favorite treat.  This flavor has a moderate to strong cinnamin flavor but isn't overly hot - like an altoid.  Love that they are all natural and made with organic sugar!,vermints new favorite treat flavor moderate strong cinnamin flavor overly hot like altoid love natural made organic sugar,POSITIVE,0.986127019
"My dog is picky. We have never been able to train with treats, because she just wasn't that into them. We picked up Zuke's and can't get over how crazy she is for them.<br />They have great natural ingredients, including Vitamins, Omegas and Flax. No artificial colors, flavors or by products. They do have chicken but are made in the USA. I was surprised how many dog chicken treats are made in China.",dog picky never able train treat picked zuke get crazy br great natural ingredient including vitamin omega flax artificial color flavor product chicken made usa surprised many dog chicken treat made china,POSITIVE,0.959975541
Soft smooth texture - my little one devours this one...it is one of the best meat/veg dinners we have found!,soft smooth texture little one devours one one best meat veg dinner found,POSITIVE,0.999202549
