Text,Cleaned_Text,Sentiment_Label,Sentiment_Score,Topic,Key_Phrases
I highly recommend the English Breakfast Black Tea. I'm not real big on tea most of the time but I give this one 5 stars. Don't be shy and try it.,highly recommend english breakfast black tea real big tea time give one 5 star shy try,POSITIVE,0.9990161657333374,1,"['english breakfast black tea real big tea time', 'one 5 star shy try']"
All my dogs loved this treat.  Smelled so good  you want to eat it too.  Great product with good healthy ingredients.,dog loved treat smelled good want eat great product good healthy ingredient,POSITIVE,0.999081015586853,2,"['dog', 'treat', 'good want', 'great product good healthy ingredient']"
"I've been craving oreos for the past week. What better way to satisfy my needs than to order online and have it delivered right to your doorstep?<br /><br />Comes in 12 packs of 6 oreos each, which is perfect for a little snack or to put inside a bag to eat later.",craving oreo past week better way satisfy need order online delivered right doorstep br br come 12 pack 6 oreo perfect little snack put inside bag eat later,NEGATIVE,0.9820334315299988,18,"['oreo past week better way satisfy need order', 'right doorstep br br', '6 oreo perfect little snack', 'inside bag']"
"***<br /><br />Tazo's Earl Grey Black Tea is very perfumy. I am used to drinking super-premium tea that have the real bergamot added, not the essence. So this tea tasted to me like regular black tea with a very, very strong bergamot-like flavor. I definitely did not care for it, although I love Earl Grey teas in general. On the paper tea packet, Tazo writes, ""a more aromatic version of the Earl's traditional black tea scented with the essence of bergamot""; therein lies the problem---a little too perfumy and scented for me. On their web site, Tazo describes the flavor profile of Passion as ""floral, lavender, fragrant, spicy, lemon"". Tazo describes the aroma as ""citrus, lavender, light smoke"".  You may like it; apparently the other reviewers so far do, but it is not for me at all.<br /><br />Also, be careful of letting this tea brew too long accidently. Even a few minutes too long results in a bitter, bitter tea, reminiscent of orange pekoe with a strong perfume added. What a letdown! Even properly brewed, though, this tea cannot, in my opinion, warrant more than three stars.<br /><br />The ingredients in Earl Grey are just black teas and bergamot essence. Note that Earl Grey does contain caffeine.<br /><br />Tazo is an interesting company that makes only super premium teas. They are socially responsible, based in Portland, and have the motto, ""The Reincarnation of Tea"". Tazo is owned by Starbucks. Their web site is fun and quirky, with a Zen-type focus, definitely worth checking out. It is unclear, though, from their web site, how many of their ingredients are organic or kosher, and they do use some ""natural flavors"" in their teas--this wording seems a little vague for a super premium tea.<br /><br />***",br br tazo earl grey black tea perfumy used drinking super premium tea real bergamot added essence tea tasted like regular black tea strong bergamot like flavor definitely care although love earl grey tea general paper tea packet tazo writes aromatic version earl traditional black tea scented essence bergamot therein lie problem little perfumy scented web site tazo describes flavor profile passion floral lavender fragrant spicy lemon tazo describes aroma citrus lavender light smoke may like apparently reviewer far br br also careful letting tea brew long accidently even minute long result bitter bitter tea reminiscent orange pekoe strong perfume added letdown even properly brewed though tea opinion warrant three star br br ingredient earl grey black tea bergamot essence note earl grey contain caffeine br br tazo interesting company make super premium tea socially responsible based portland motto reincarnation tea tazo owned starbucks web site fun quirky zen type focus definitely worth checking unclear though web site many ingredient organic kosher use natural flavor tea wording seems little vague super premium tea br br,NEGATIVE,0.5149807929992676,1,"['tazo', 'super premium tea real bergamot added essence tea', 'regular black tea strong bergamot', 'flavor', 'love earl grey tea general paper tea packet tazo', 'aromatic version earl traditional black tea scented essence bergamot therein lie problem little perfumy scented web site tazo', 'flavor profile passion floral lavender fragrant spicy lemon tazo', 'aroma citrus lavender light smoke', 'br br', 'tea', 'reminiscent orange pekoe strong perfume', 'letdown', 'tea opinion', 'three star br br ingredient earl grey black tea bergamot essence note earl grey', 'caffeine', 'br', 'br tazo interesting company', 'super premium tea', 'tea tazo owned starbucks web site', 'web site', 'many ingredient', 'natural flavor tea wording', 'little vague super premium tea br']"
My dog love this treats very much! They are crazy for all the pro-treat freeze dried treats!,dog love treat much crazy pro treat freeze dried treat,POSITIVE,0.9938125610351562,2,"['dog love', 'much crazy pro treat freeze dried treat']"
"I'm not a great cook, so we wind up eating a lot of burgers and fries in our house. Instead of picking up fast food, I prepare frozen burger patties and fries in the oven. I tried some of this Taco Bell Jalapeno Sauce tonight on the burgers and as a dip for the fries instead of the usual ketchup and mustard. It really woke up the taste and made a normally boring meal a little bit special.<br /><br />I don't know which particular thickening agents are responsible for mouth-feel in a dressing, but I tend to dislike whatever Kraft uses in their salad dressings and sauces; they tend to feel almost slimey or gummy (for lack of a better word) on my tongue with a decidedly ""plastic"" (i.e., overly processed/fake-food) taste. (And forget the low-fat versions of anything; I'd rather do without than have to taste those!) I prefer the taste and mouth-feel of Ken's salad dressings (especially the 0-carb Creamy Caesar), so if you are familiar with both of these products, maybe the following will make sense to you:<br /><br />The Taco Bell Jalapeno Sauce is a lot closer to the mouth-feel of Ken's than to Kraft, but it still has something in it with a bit of that gummy feel to it. It's not nearly as ""plastic""-tasting, though, and it's quite tasty on hamburgers I think. It's not scorching hot, but it's got a bit of a kick to it. It pairs well with a slice of raw onion. I actually like it better thinned with a little Duke's mayonnaise, but only because that cuts down even more on the slight gumminess.<br /><br />I expect we'll buy more.",great cook wind eating lot burger fry house instead picking fast food prepare frozen burger patty fry oven tried taco bell jalapeno sauce tonight burger dip fry instead usual ketchup mustard really woke taste made normally boring meal little bit special br br know particular thickening agent responsible mouth feel dressing tend dislike whatever kraft us salad dressing sauce tend feel almost slimey gummy lack better word tongue decidedly plastic e overly processed fake food taste forget low fat version anything rather without taste prefer taste mouth feel ken salad dressing especially 0 carb creamy caesar familiar product maybe following make sense br br taco bell jalapeno sauce lot closer mouth feel ken kraft still something bit gummy feel nearly plastic tasting though quite tasty hamburger think scorching hot got bit kick pair well slice raw onion actually like better thinned little duke mayonnaise cut even slight gumminess br br expect buy,NEGATIVE,0.9982536435127258,5,"['great cook wind eating lot burger fry house', 'fast food', 'frozen burger patty fry', 'taco bell jalapeno sauce tonight burger', 'instead usual ketchup mustard', 'taste', 'normally boring meal', 'little bit special br', 'br', 'particular thickening agent responsible mouth', 'whatever kraft', 'us', 'almost slimey gummy lack', 'decidedly plastic e', 'fake food taste', 'low fat version anything', 'taste', 'taste mouth', 'ken salad', 'especially 0 carb creamy caesar familiar product', 'sense', 'br br taco bell jalapeno sauce lot closer mouth', 'ken kraft', 'nearly plastic tasting', 'quite tasty hamburger', 'got bit kick', 'well slice raw onion', 'little duke mayonnaise', 'even slight gumminess br br']"
"If you find some of the Kitchens of India recipes a little bland, this one is the opposite: very strong flavors deliciously blend to create a wonderful meal.  This one takes a little longer to make due to the need to marinate the meet for 20 minutes, and also because the recipe calls for 1/3 cup lemon curd (I had to Google this but found it easy to make from a few common ingredients). So while not exactly a ""heat and serve"" recipe, it is still easy and very delicious if you like Indian spices.  My wife and I both loved the strong flavors in the dish, but my wife found it a little bit on the spicy-hot side, while for me ""nothing is too hot"", and this dish was just moderately spicy.  I was tempted to substitute yogurt for the lemon curd, but was really glad I made the lemon curd like the recipe said, because I could taste the hint of lemon in the final product, and it was a really nice touch.  I highly recommend this meal if you like strong flavored spice, and enjoy moderately spicy-hot foods.",find kitchen india recipe little bland one opposite strong flavor deliciously blend create wonderful meal one take little longer make due need marinate meet 20 minute also recipe call 1 3 cup lemon curd google found easy make common ingredient exactly heat serve recipe still easy delicious like indian spice wife loved strong flavor dish wife found little bit spicy hot side nothing hot dish moderately spicy tempted substitute yogurt lemon curd really glad made lemon curd like recipe said could taste hint lemon final product really nice touch highly recommend meal like strong flavored spice enjoy moderately spicy hot food,POSITIVE,0.996453046798706,5,"['kitchen india', 'little bland one opposite strong flavor', 'wonderful meal', 'marinate', 'call', '1 3 cup lemon curd google', 'common ingredient', 'recipe', 'indian spice wife', 'strong flavor dish wife', 'little bit spicy hot side', 'nothing', 'hot dish', 'moderately spicy tempted substitute yogurt lemon curd', 'recipe', 'hint lemon final product', 'really nice touch', 'meal', 'strong flavored spice', 'moderately spicy hot food']"
This product is very good to take with Oxy-Powder.  It cuts down on the amount of Oxy-Powder one needs and this is very good for ones budget.<br />It also helps ones energy so you feel better.,product good take oxy powder cut amount oxy powder one need good one budget br also help one energy feel better,POSITIVE,0.986307680606842,1,"['product', 'oxy powder cut amount oxy powder', 'good one budget br', 'one energy']"
"I just got back from being in Paris for a delicious month and was turned on to Fleur de Sel de Camargue by Ina Garten in her book ""Barefoot in Paris"", which I took with me, and it changed the way I cook and how I experience the process and the end result. I found this product abundant at La Grande Epicerie de Paris at 38 rue de Sevres, where every thing can be found in abundance!! I brought back a dozen containers! Who knew I would be able to get it on Amazon!! Thank you Ina and thank you Amazon!!!",got back paris delicious month turned fleur de sel de camargue ina garten book barefoot paris took changed way cook experience process end result found product abundant la grande epicerie de paris 38 rue de sevres every thing found abundance brought back dozen container knew would able get amazon thank ina thank amazon,POSITIVE,0.98855060338974,14,"['paris', 'delicious month', 'fleur de sel de camargue ina garten book barefoot paris', 'changed way cook experience process end result', 'product', 'la grande epicerie de paris 38 rue de sevres', 'every thing', 'abundance', 'dozen container', 'amazon', 'ina', 'amazon']"
"I was looking for an alternative source of protein because I try to avoid soy as much as possible.  I read about hemp and wanted to give it a try.  I bought a couple different kinds but didn't like that some of them -- mostly the ones with flavor -- have a bunch of stuff added to them.  Plus they didn't taste good.  I started adding two scoops of Living Harvest Hemp Protein Powder to my smoothies, along with almond milk or kefir and berries.  The hemp powder made the smoothie an awful color but I thought the berries covered the ""dirty"" taste of the powder.  I can't imagine adding it to water or food -- I don't think I could get it down.  But if you're looking for something to add to smoothies, give this a try.",looking alternative source protein try avoid soy much possible read hemp wanted give try bought couple different kind like mostly one flavor bunch stuff added plus taste good started adding two scoop living harvest hemp protein powder smoothy along almond milk kefir berry hemp powder made smoothie awful color thought berry covered dirty taste powder imagine adding water food think could get looking something add smoothy give try,NEGATIVE,0.970884382724762,-1,"['alternative source protein', 'soy', 'read hemp', 'give try', 'couple different kind', 'mostly one flavor bunch stuff', 'two scoop living harvest hemp protein powder smoothy', 'almond milk kefir', 'hemp powder', 'smoothie awful color', 'berry', 'dirty taste powder imagine', 'something', 'smoothy give try']"
I thought the Grove hot chocolate is to sweet. It also has an off taste. I would not recommend this to anybody,thought grove hot chocolate sweet also taste would recommend anybody,POSITIVE,0.9911977648735046,15,"['hot chocolate', 'anybody']"
"I have tried every supposed dark roast/bold decaf k-cup out there, none of which remotely compare to my favorite non-decaf which is Green Mt. Double Black Diamond.  Finally, this is a decaf that is every bit as good the best ""regular"" coffee.  If you are looking for a rich, bold decaf, I highly recommend this!",tried every supposed dark roast bold decaf k cup none remotely compare favorite non decaf green mt double black diamond finally decaf every bit good best regular coffee looking rich bold decaf highly recommend,POSITIVE,0.9993764758110046,0,"['every supposed dark roast bold decaf k cup', 'none', 'favorite non decaf green mt double black diamond', 'best regular coffee', 'rich bold decaf']"
"Nevella is an outstanding product. This is a Probiotic product that actually works to assure a balanced digestive system and regularity. I've been using Nevella for about six months and am amazed. I no longer take an individual probiotic in pill form. My local grocery store only carried it for a short time but as always, I can count on Amazon to deliver.",nevella outstanding product probiotic product actually work assure balanced digestive system regularity using nevella six month amazed longer take individual probiotic pill form local grocery store carried short time always count amazon deliver,POSITIVE,0.9855056405067444,-1,"['nevella outstanding product probiotic product', 'assure balanced digestive system regularity', 'nevella', 'individual probiotic pill', 'local grocery store', 'short time', 'amazon']"
"Naturade's Bavarian Chocolate flavor is outstanding.  I've been taking this product for breakfast and lunch at work since about September 2005, and I'm not sick of it yet.  Not even close.  I'll consume as much as I want during the day when I want.  I feel completely full for a few hours with one drink. I mix it in a 20 ounce bottle with two scoops.  Your body will appreciate the health benefits of this drink, unlike fried or fast food that will take down your energy level and leave you feeling groggy.  You will lose weight also from taking this product.  I lost 20 pounds and am now at a level of maintaining my current weight, and I owe a lot to Naturade Soy.  I've also tried the Vanilla flavor.  I was not impressed. Buy the Bavarian Chocolate and try it out.  You'll be glad you did.",naturade bavarian chocolate flavor outstanding taking product breakfast lunch work since september 2005 sick yet even close consume much want day want feel completely full hour one drink mix 20 ounce bottle two scoop body appreciate health benefit drink unlike fried fast food take energy level leave feeling groggy lose weight also taking product lost 20 pound level maintaining current weight owe lot naturade soy also tried vanilla flavor impressed buy bavarian chocolate try glad,NEGATIVE,0.9909900426864624,-1,"['bavarian chocolate flavor', 'product breakfast lunch work', 'september', 'consume', 'completely full hour one drink mix', '20 ounce bottle', 'two scoop body', 'health benefit drink', 'fried fast food', 'energy level', 'groggy lose weight', 'product', '20 pound level', 'current weight owe lot naturade soy', 'vanilla flavor', 'bavarian chocolate']"
"This is a tasty and refreshing beverage. For those on the go, like most of us are these days, it is a valuable supplement to our sometimes neglected daily dietary needs. I take a glass a day, and then try to make good choices at meal times. The big question is; does it work? Does it indeed give you all that your body needs from fruit and veggies? Well, I don't know. If I could be sure that it did, I would raise my rating to five stars. Definitely more palatable than the original V8!",tasty refreshing beverage go like u day valuable supplement sometimes neglected daily dietary need take glass day try make good choice meal time big question work indeed give body need fruit veggie well know could sure would raise rating five star definitely palatable original v8,POSITIVE,0.9988559484481812,-1,"['tasty refreshing beverage', 'u day', 'valuable supplement', 'good choice meal time big question work', 'body', 'need fruit veggie', 'rating', 'five star']"
"When you buy Natural Balance (Dick Van Patten's Brand from ""Eight is Enough"" -- who knew) you will discover that you are paying more than your regular Friskies, 9-Lives or regular store available brands.  In fact, sometimes this brand is hard to find ... but it's worth every penny.<br /><br />Our cats enjoy a mixture of <a href=""http://www.amazon.com/gp/product/B0008VKBEQ"">Wellness Healthy Weight Formula Dry Cat Food</a> and Natural Balance wet food.  I use the Indoor formula because they are indoor cats.  Our cats love this formula and chow it down like happy campers.  Their fur is soft as can be, their eyes are bright and they are in great health.<br /><br />You need to understand that in the world of cat food like so many other things, you really get what you pay for.  You will either spend more money on food, or eventually more money on litter materials because feeding a cat regular store bought food with a lot of ""corn meal"" filler creates the smelliest, and fullest litter box around.  Time has taught me this.<br /><br />Once you begin to understand that all cat foods are not created equal and where there is ""corn meal"" filler in the ingredient list (cheap for manufacturers and smelly for the household), you will have more cat waste and more litter to have to scoop and buy.<br /><br />With good foods like Natural Balance (if your cat tolerates it well), you will discover less cat ""poop"" in the litter box and a LOT less smell around the house.  Put good stuff in your cat, get more pleasant outcomes :)<br /><br />I've lived it and learned it.  We are a 5 cat household with ONE litterbox and do amazingly fine.  I use <a href=""http://www.amazon.com/gp/product/B000EUIP9Y"">Nature's Logic Ponderosa Pine Cat Litter</a> and this keeps odors to an absolute minumum.  Some people wonder if we have cats!  I change our box twice a week.<br /><br />Good stuff in, good stuff out = happy cats and happy owners.",buy natural balance dick van patten brand eight enough knew discover paying regular friskies 9 life regular store available brand fact sometimes brand hard find worth every penny br br cat enjoy mixture href healthy weight formula dry cat food natural balance wet food use indoor formula indoor cat cat love formula chow like happy camper fur soft eye bright great health br br need understand world cat food like many thing really get pay either spend money food eventually money litter material feeding cat regular store bought food lot corn meal filler creates smelliest fullest litter box around time taught br br begin understand cat food created equal corn meal filler ingredient list cheap manufacturer smelly household cat waste litter scoop buy br br good food like natural balance cat tolerates well discover less cat poop litter box lot less smell around house put good stuff cat get pleasant outcome br br lived learned 5 cat household one litterbox amazingly fine use href logic ponderosa pine cat litter keep odor absolute minumum people wonder cat change box twice week br br good stuff good stuff happy cat happy owner,NEGATIVE,0.9712424874305725,6,"['natural balance dick van', 'brand', 'knew discover', 'regular friskies', '9 life regular store available brand fact', 'brand', 'every penny br br cat', 'mixture', 'wet food', 'indoor formula indoor cat cat love formula chow', 'great health br br', 'world cat food', 'many thing', 'pay', 'money food', 'eventually money litter material feeding cat regular store', 'food lot corn meal filler', 'smelliest fullest litter box', 'time', 'br br', 'cat food', 'equal corn meal filler ingredient list cheap manufacturer', 'smelly household cat waste litter scoop', 'br br good food', 'less cat poop litter box lot less smell', 'house', 'good stuff cat', '5 cat household one litterbox', 'odor', 'absolute minumum people', 'cat change box', 'br']"
My reclaimed feral cats normally mob me for treats.  These are very hard and must not have a good taste.  I was really disappointed that Halo would produce something this bad and that Amazon would sell it.,reclaimed feral cat normally mob treat hard must good taste really disappointed halo would produce something bad amazon would sell,NEGATIVE,0.9991647005081177,6,"['feral cat', 'mob', 'must good taste really disappointed halo', 'something', 'bad amazon']"
"These cookies are delicious. Never heard of ""Mother's cookies"" until someone from California visited my work place. I found them at Amazon & ordered some. SOO glad I did. They are excellent.",cooky delicious never heard mother cooky someone california visited work place found amazon ordered soo glad excellent,POSITIVE,0.9720900058746338,-1,"['cooky delicious', 'mother cooky someone california', 'work place', 'amazon', 'soo']"
"The first batch of this I purchased about a year ago was great.  Complex, good presence, all around great oolong (darker style ti kwan yin, not the greener variety available through other makers).  The second batch I bought a few months back was subdued, by comparison.  I'm guessing my second batch was fairly old.  Bummer, cause I really liked the first batch and will now be hesitant to risk another purchase.  BTW, I have purchased several Tao of Tea oolongs through amazon and this was the only one worth purchasing.  Recently gave their chai a try, which was outstanding, but the oolongs are a different story.  If your going to give Tao of Tea oolongs a try, this is the only one I'd recommend you consider.",first batch purchased year ago great complex good presence around great oolong darker style ti kwan yin greener variety available maker second batch bought month back subdued comparison guessing second batch fairly old bummer cause really liked first batch hesitant risk another purchase btw purchased several tao tea oolong amazon one worth purchasing recently gave chai try outstanding oolong different story going give tao tea oolong try one recommend consider,POSITIVE,0.9869723916053772,1,"['great complex good presence', 'great oolong darker style', 'kwan yin greener variety available maker second batch', 'subdued comparison', 'second batch', 'fairly old bummer cause', 'hesitant risk', 'another purchase', 'several tao tea oolong', 'chai', 'outstanding oolong different story', 'tao tea oolong', 'one recommend']"
"I'm a vegetarian, I enjoy sprouted grain breads and meat alternatives, but as far as desserts go, I still find very few vegan/gluten free ones I like the taste of. This one was not very good. I still prefer to bake with butter, eggs and (wheat) flour.",vegetarian enjoy sprouted grain bread meat alternative far dessert go still find vegan gluten free one like taste one good still prefer bake butter egg wheat flour,NEGATIVE,0.754618763923645,7,"['vegetarian', 'grain bread meat', 'vegan', 'free one like taste', 'bake butter egg wheat flour']"
"Yes, there are higher HU products but this is exactly what is advertised.  I use this to make a tincture to reduce high blood pressure.  Comment if you want more info.",yes higher hu product exactly advertised use make tincture reduce high blood pressure comment want info,NEGATIVE,0.9893254041671753,-1,"['higher hu product', 'exactly advertised use', 'tincture', 'high blood pressure comment', 'info']"
"I started feeding this when my vet told me to stop giving him his beloved cat food.  It is the only dog food that he will eat.  He has now achieved normal weight, is very healthy and very active.  Great stuff!!!!!",started feeding vet told stop giving beloved cat food dog food eat achieved normal weight healthy active great stuff,NEGATIVE,0.6102961301803589,6,"['vet', 'beloved cat food dog food eat', 'normal weight']"
This is an excellent bottled tea. It has no sugar at all but it has a great taste and the jasmine seems to give it a natural sweet taste.,excellent bottled tea sugar great taste jasmine seems give natural sweet taste,POSITIVE,0.9996459484100342,1,"['excellent bottled tea sugar great taste jasmine', 'natural sweet taste']"
Don't bother with these....dogs go through them so fast! I have a small boxer that chewed an entire antler in 1.5 hours and the darn thing cost $20!,bother dog go fast small boxer chewed entire antler 1 5 hour darn thing cost 20,NEGATIVE,0.9981850981712341,2,"['dog', 'fast small boxer', 'entire antler', 'darn thing']"
"We first discovered these at Whole Foods market and liked them immediately.  There are quite a few varieties that Freeland makes, but this one is our family's favorite, mostly because of the sprouted buckwheat groats.  They are high in protein (8 grams!) and very tasty.  Perfect for me while I was pregnant and still great now that I am a nursing mom.  Buying them from Amazon garners a big savings as these are pricey for a granola bar.",first discovered whole food market liked immediately quite variety freeland make one family favorite mostly sprouted buckwheat groat high protein 8 gram tasty perfect pregnant still great nursing mom buying amazon garner big saving pricey granola bar,POSITIVE,0.9918144345283508,9,"['whole food market', 'quite variety freeland', 'one family favorite', 'still great nursing mom', 'amazon garner', 'big saving pricey granola bar']"
"My husband loves this stuff. We ran out of it because I had a pending order elsewhere that fell through(they might have kept my money forever if I hadn't cancelled the backordered order), so, needless to say, I was happy to find a good price on Amazon that actually beat what I had thought was the best deal I could find. I received my product within a couple of days and am very satisfied.",husband love stuff ran pending order elsewhere fell might kept money forever cancelled backordered order needless say happy find good price amazon actually beat thought best deal could find received product within couple day satisfied,NEGATIVE,0.9928669929504395,3,"['husband love stuff', 'pending order', 'money', 'backordered order needless', 'good price amazon', 'best deal', 'received product', 'couple day']"
This is the only brand which I could find that sells decaf chai as loose leaf tea.  It is delicious also.,brand could find sell decaf chai loose leaf tea delicious also,POSITIVE,0.9980496168136597,1,"['brand', 'decaf chai loose leaf tea delicious']"
"I drink about 10 cups of tea a day. Mostly black, so I'm pretty picky about my green teas. I ordered these so I'd have something to grab when heading out and not wanting to brew a pot. I never sweeten any tea, the taste is much better unsweet. So, I cannot comment on how this would taste sweetened but it really doesn't need it. I would buy these again, they arrived in good shape (no leaks) and fit nicely in the door of the fridge. You def want to drink them really cold for best taste.",drink 10 cup tea day mostly black pretty picky green tea ordered something grab heading wanting brew pot never sweeten tea taste much better unsweet comment would taste sweetened really need would buy arrived good shape leak fit nicely door fridge def want drink really cold best taste,NEGATIVE,0.9760821461677551,1,"['10 cup tea day mostly black pretty picky green tea', 'something', 'heading wanting brew pot', 'tea taste', 'much better unsweet comment', 'arrived good shape leak', 'really cold best taste']"
"These are my favorite brownies that you can make at home by far and are also better than anything you can buy at a grocery store! They have a great consistency and deep flavor! They are also very easy to make. If you add extra water to the icing mix, believe it or not, you can make an extremely rich, chocolatey drink similar to a Starbucks (don't go there often-rude service here in Atlanta and probably most places!) chocolate beverage that was served years ago. I don't put frosting on the brownies and just make a small serving of this rich ""hot chocolate"" when I am making them because the frosting mix is so similar to cocoa mix. I would never buy a different brand!",favorite brownie make home far also better anything buy grocery store great consistency deep flavor also easy make add extra water icing mix believe make extremely rich chocolatey drink similar starbucks go often rude service atlanta probably place chocolate beverage served year ago put frosting brownie make small serving rich hot chocolate making frosting mix similar cocoa mix would never buy different brand,POSITIVE,0.9281187057495117,10,"['favorite brownie', 'home', 'anything', 'grocery store great consistency deep flavor', 'extra water icing mix', 'similar starbucks', 'rude service atlanta', 'chocolate beverage', 'frosting brownie', 'small serving rich hot chocolate', 'similar cocoa mix', 'different brand']"
"I was pleased with the amount of coffee pods you got for a great price.  A bit on the strong side, but full of flavor.",pleased amount coffee pod got great price bit strong side full flavor,POSITIVE,0.99970942735672,0,"['pleased amount coffee pod', 'great price bit strong side']"
"These are my favorite candy of all time. HOWEVER... a lot of people don't like them. I would strongly recomment finding them locally and trying them first!<br /><br />Also be aware they are a little harder than gummi bears by nature... even at their very freshest. I actually like them better if they've been open for a few days... but I'm just weird that way.<br /><br />After paying just over $2.00 for a 5oz. bag at my local grocery store, I was thrilled to find a good place to buy bulk online.<br /><br />If you know 'em and love 'em don't hesitate to buy. If you don't know them, then try them somewhere first.<br /><br />They also ship very fast.",favorite candy time however lot people like would strongly recomment finding locally trying first br br also aware little harder gummi bear nature even freshest actually like better open day weird way br br paying 2 00 5oz bag local grocery store thrilled find good place buy bulk online br br know em love em hesitate buy know try somewhere first br br also ship fast,POSITIVE,0.9907881617546082,16,"['people', 'would strongly recomment finding', 'br br', 'little harder gummi bear nature', 'br br', 'bag local grocery store', 'good place', 'br br', 'em', 'em', 'br br']"
"This shampoo works for leaving my hair feeling clean and moisturized, which is good, because I blow-dry a lot. It has a pleasant, soft apples-and-violets scent. (It reminds me of something from my childhood, but I can't quite remember what.) Don't be surprised when you see that the product is the same lavender color as the bottle.",shampoo work leaving hair feeling clean moisturized good blow dry lot pleasant soft apple violet scent reminds something childhood quite remember surprised see product lavender color bottle,POSITIVE,0.9986572265625,13,"['shampoo work', 'hair', 'good blow dry lot pleasant soft apple violet scent', 'something childhood', 'surprised see product lavender color bottle']"
"The cats couldn't lick their paws enough after eating this cat food. I highly recommend it. It looks good, smells good and according to the two boy cats I have, it tastes good.",cat lick paw enough eating cat food highly recommend look good smell good according two boy cat taste good,POSITIVE,0.9990200996398926,6,"['cat lick', 'cat food', 'look good smell', 'two boy cat']"
"This is simply the best cream soda available today. The strong honey and vanilla flavors are what elevate it above otherwise excellent gourmet cream sodas such as Hank's and Virgil's.<br /><br />If Cream Soda exists in Plato's world of forms, this is it.",simply best cream soda available today strong honey vanilla flavor elevate otherwise excellent gourmet cream soda hank virgil br br cream soda exists plato world form,POSITIVE,0.9994944334030151,4,"['simply best cream soda', 'strong honey vanilla flavor', 'otherwise excellent gourmet cream soda hank virgil br br cream soda', 'plato world form']"
"Let me just out myself from the get-go here--I am a HUGE chocoholic.  I am also an almond lover and eat a small handful of dry roasted, unsalted almonds nearly every day.  So, when I saw dark chocolate cocoa-roasted almonds offered on amazon, it seemed a match made in heaven. :)<br /><br />What surprised me most, I think, about these delicious cocoa-roasted almonds is that they are not over sweet (only 1 gram of sugar per 1/4 cup serving).  I worried that they would taste like candy and that is not something I need more of (I am already slave enough to the Sweet Monster!).<br /><br />Another pleasant surprise was that the almonds are not salty.  I have hypertension and need to limit my salt so, when the almonds arrived and I reviewed the nutrition label, I was pleased to see that they only have 25 mg of sodium per 1/4 cup serving and that they are made with dry-roasted vs. oil-roasted almonds.<br /><br />In my chocoholic fervor while ordering, I hadn't paid attention to what size cannister the almonds would come in, so I was again pleasantly surprised to find that they came in a generous 11 oz. cannister.<br /><br />I had some friends over last weekend and put out a dish of the almonds on the table.  I lost count of how many times I heard ""Mmm! These are GOOD!"" but I know that the dish was nearly empty when they left.",let get go huge chocoholic also almond lover eat small handful dry roasted unsalted almond nearly every day saw dark chocolate cocoa roasted almond offered amazon seemed match made heaven br br surprised think delicious cocoa roasted almond sweet 1 gram sugar per 1 4 cup serving worried would taste like candy something need already slave enough sweet monster br br another pleasant surprise almond salty hypertension need limit salt almond arrived reviewed nutrition label pleased see 25 mg sodium per 1 4 cup serving made dry roasted v oil roasted almond br br chocoholic fervor ordering paid attention size cannister almond would come pleasantly surprised find came generous 11 oz cannister br br friend last weekend put dish almond table lost count many time heard mmm good know dish nearly empty left,NEGATIVE,0.9919165968894958,-1,"['huge chocoholic', 'lover', 'small handful dry roasted unsalted almond', 'dark chocolate cocoa', 'match', 'heaven br br', 'delicious cocoa', '1 4 cup', 'candy something', 'enough sweet monster br', 'another pleasant surprise almond salty hypertension', 'need limit salt almond', 'nutrition label', '25 mg sodium', '1 4 cup', 'dry roasted v oil roasted almond br br chocoholic fervor', 'paid attention size cannister almond', 'pleasantly surprised find', 'dish almond table', 'count']"
"You would be crazy to pay this price... you can get the exact same thing at Sam's club for 27.99!!  Amazon has awesome diaper deals, but is way off on formula prices!",would crazy pay price get exact thing sam club 27 99 amazon awesome diaper deal way formula price,NEGATIVE,0.9779071807861328,3,['pay price']
I am not an avid coffee fan but drink it on ocassion.  I use half the packet and it is perfect for my palate.  I buy VIA to have on hand for guests since I don't own a coffee maker.  Worth the extra cost for quality taste.,avid coffee fan drink ocassion use half packet perfect palate buy via hand guest since coffee maker worth extra cost quality taste,NEGATIVE,0.9657126665115356,0,"['avid coffee fan drink ocassion', 'half packet perfect palate buy', 'hand guest', 'coffee maker']"
"This is an excellent ""everything but the kitchen sink"" blend.  It's my favorite tea.  High quality product and individual foil packaging to retain it.  Pity it was given such an idiotic name.",excellent everything kitchen sink blend favorite tea high quality product individual foil packaging retain pity given idiotic name,NEGATIVE,0.7917172312736511,1,"['everything', 'kitchen sink', 'favorite tea high quality product individual foil packaging retain pity', 'idiotic name']"
"It should not be advertised as organic, since it doesn't have the USDA organic seal and only the flour and the cane sugar is organic. Still it is tasty and partially organic snack.",advertised organic since usda organic seal flour cane sugar organic still tasty partially organic snack,POSITIVE,0.8890422582626343,-1,['usda organic seal flour cane sugar organic still tasty partially organic snack']
